video_gameLabel,Entities,genre,platform,gameModes,inputDevice
Q30927349,Q30927349,,,,
Otome ga Irodoru Koi no Essence,Q30927567,visual novel; eroge,Microsoft Windows,,
Q30928107,Q30928107,,,,
Augmented Reality Girls Trinary,Q30928389,,,,
Q30928742,Q30928742,,,,
Q30929013,Q30929013,,,,
Hatsujou Sprinkle,Q30929736,visual novel,Microsoft Windows,,
Q30929893,Q30929893,,,,
ChronoClock,Q30929901,visual novel,Microsoft Windows,single-player video game,mouse; computer keyboard
Ama Koi Syrups ~Hajirau Koigokoro de Shitaku Naru Amagami-sama no Koi Matsuri~,Q30929912,,Microsoft Windows,,
Pigeon Blood,Q30929981,eroge,,,
Q30930385,Q30930385,,,,
Q30930387,Q30930387,simulation video game,Microsoft Windows,,
The sea of the landscape Apeiria,Q30930438,,Microsoft Windows,,
Trick or Alice,Q30930989,,,,
Wonder Flick,Q30931172,,Android; iOS,,touchscreen
Omae no Natsuyasumi,Q30931183,visual novel; eroge,,,
Shiki to Hitsuji to Warau Tsuki ~Cry for the Moon~,Q30931231,,,,
Q30931276,Q30931276,,,,
Q30931406,Q30931406,,,,
Pure Song Garden!,Q30931417,,Microsoft Windows,,
Ojou-sama to Aware na (Ko) Shitsuji,Q30931421,,Microsoft Windows,,
VR Kanojo,Q30931433,social simulation game; eroge,Microsoft Windows,single-player video game,motion controller
The rainbow appears after flowering rain.,Q30931595,visual novel,Microsoft Windows,single-player video game,
Q30931602,Q30931602,,,,
911 Operator,Q30931764,indie game,macOS; iOS; Microsoft Windows; Nintendo Switch; Android,single-player video game,touchscreen
Q30931773,Q30931773,,,,
Q30931842,Q30931842,,,,
Q30932035,Q30932035,,Windows 7; Microsoft Windows,single-player video game,
Q30932055,Q30932055,,,,
Q30932063,Q30932063,,,,
Q30932334,Q30932334,,,,
Hoshizora Tea Party,Q30932374,,Microsoft Windows,,
Q30932539,Q30932539,,,,
Pakorare,Q30932659,,,,
Isekai Kara no Nono,Q30933019,,Android; iOS,,
Mono no Aware wa Sai no Koro.,Q30933220,visual novel; eroge,Microsoft Windows,,
Q30933222,Q30933222,,,,
Marshmallow All the Way Home,Q30933563,visual novel; romance adventure game,Microsoft Windows,single-player video game,
Q30933613,Q30933613,,,,
Tales of the Rays,Q30933867,role-playing video game,Android,,
Amayui Castle Meister,Q30933989,visual novel,Windows 7; Microsoft Windows,single-player video game,
Jikkyō Powerful Pro Yakyū Championship 2017,Q30934054,sports video game,PlayStation 3; PlayStation 4; PlayStation Vita,,
Henshin!!!: Pants ni Natte Kunkun Peropero,Q30934222,eroge,Microsoft Windows,single-player video game,
Custom Maid 3D2,Q30934270,,Microsoft Windows,single-player video game,
Q30934906,Q30934906,,,,
Honey Select,Q30934916,eroge,Microsoft Windows,,
Q30935085,Q30935085,,,,
Edomono,Q30935105,simulation video game,PlayStation 2,,
Q30935123,Q30935123,,,,
Naruto Shippūden: Ultimate Ninja Impact,Q29884302,,PlayStation Portable,,
NCAA Basketball: Road to the Final Four 2,Q29884330,,DOS,,
Nemesis: The Wizardry Adventure,Q29884341,puzzle video game,DOS,,
NightSky,Q29884355,indie game,Microsoft Windows; macOS; Nintendo 3DS; Wii,single-player video game,
No Greater Glory: The American Civil War,Q29884376,,Commodore Amiga; IBM Personal Computer,,
No Respect,Q29884387,,Microsoft Windows,,
North Atlantic Convoy Raider,Q29884402,,Commodore 64,,
North vs. South: The Great American Civil War,Q29884412,,Microsoft Windows,,
NukeWar,Q29884431,,Commodore 64,,
Paris in Danger,Q29884468,,Atari 8-bit family,,
Handball 16,Q29884506,handball video game,PlayStation 3; PlayStation 4; PlayStation Vita; Microsoft Windows; Xbox One; Xbox 360,multiplayer video game; single-player video game,
Hive Jump,Q29884574,indie game,Wii U; macOS; Microsoft Windows; Linux,multiplayer video game; single-player video game,
Hocus,Q29884613,puzzle video game,macOS; Mac; iOS; Microsoft Windows; Android,single-player video game,
Holy Potatoes! We're in Space?!,Q29884689,roguelike,macOS; Mac; PlayStation 4; Microsoft Windows; Nintendo Switch; Linux,single-player video game,
I Expect You to Die,Q29887500,action game; indie game,Microsoft Windows,single-player video game,
iF-16,Q29887520,,DOS; Microsoft Windows,,
Imperialis,Q29887539,simulation video game,Thomson MO6; Thomson MO5; Amstrad CPC; Thomson TO,,
Indian Mission,Q29887563,adventure game,Atari ST; Commodore Amiga,,
Induction,Q29887572,puzzle video game,macOS; Microsoft Windows; Linux; Nintendo Switch,single-player video game,
Iron Cross,Q29887588,,DOS,,
ISS Advance: International Superstar Soccer Advance,Q29887600,association football video game,Game Boy Advance,,
Ultimate General: Gettysburg,Q29888237,indie game,macOS; Mac; iOS; Microsoft Windows; Nintendo Switch; Linux,multiplayer video game; single-player video game,
Uncommon Valor: Campaign for the South Pacific,Q29888249,,Microsoft Windows,,
Under Southern Skies,Q29888257,,Apple II,,
Universe 3,Q29888262,,DOS; Atari ST; Commodore Amiga,,
Unloved,Q29888266,indie game,Microsoft Windows,multiplayer video game; single-player video game,
Urban Empire,Q29888270,indie game; city-building game,Microsoft Windows,single-player video game,
Gold of the Americas: The Conquest of the New World,Q29888280,,DOS; Atari ST; Commodore Amiga,,
MTV Sports: Skateboarding Featuring Andy Macdonald,Q29888287,skateboarding video game,Microsoft Windows; Dreamcast; Game Boy Color; PlayStation,,
GTI Club: Rally Côte d'Azur,Q29888291,racing video game,PlayStation 3; arcade video game machine,,
Uurnog,Q29898737,indie game,Nintendo Switch; Microsoft Windows; macOS,single-player video game; co-op mode,
Battle Brothers,Q29900399,tactical role-playing game; indie game,PlayStation 4; Xbox Series X and Series S; Microsoft Windows; Xbox One; Nintendo Switch,single-player video game,mouse
Golden Eagle,Q29907051,action-adventure game,DOS; Atari ST; Commodore Amiga; Amstrad CPC,,
Imagine: Ballet Star,Q29907059,action-adventure game; simulation video game,Nintendo DS,,
My Pet Hotel,Q29907070,simulation video game,Microsoft Windows; Nintendo DS; Game Boy Advance,single-player video game,
Legend of the Lost,Q29907078,action-adventure game,Atari ST; Commodore Amiga,,
Linelight,Q29907086,puzzle video game,macOS; PlayStation 4; iOS; Microsoft Windows; Android; Linux,single-player video game,
Links: The Challenge of Golf,Q29907094,golf video game,DOS; Commodore Amiga; Sega CD,,
Lode Runner,Q29907119,puzzle video game,Game Boy Advance,,
Luxuria Superbia,Q29907133,indie game,macOS; Mac; Ouya; iOS; Microsoft Windows; Linux,multiplayer video game; single-player video game,
MAD: Global Thermonuclear Warfare,Q29907170,,Microsoft Windows,,
Magic and Mayhem: The Art of Magic,Q29907178,,Microsoft Windows,,
Motocross Maniacs Advance,Q29907190,,Game Boy Advance,,
Mantis Burn Racing,Q29907197,indie game,PlayStation 4; Microsoft Windows; Nintendo Switch; Xbox One,multiplayer video game; single-player video game,
Mech Brigade,Q29907216,,Commodore 64,,
Medieval Lords: Soldier Kings of Europe,Q29907226,,DOS; Commodore 64,,
Merchant Colony,Q29907237,business simulation game,DOS; Atari ST; Commodore Amiga,,
Meteos: Disney Magic,Q29907248,puzzle video game,Nintendo DS,,
Microtrip,Q29907263,indie game,Android; iOS,,
Mighty Party,Q29912136,collectible card game; massively multiplayer online role-playing game; strategy game,Microsoft Windows,multiplayer video game; single-player video game,
Decision in the Desert,Q29916200,,Microsoft Windows; Commodore 64,single-player video game,
Q29916236,Q29916236,,Commodore 64,,
War in Russia,Q29919337,,Atari 8-bit family; Apple II,,
War in the South Pacific,Q29919347,,Commodore 64,,
Wargame Construction Set II: Tanks!,Q29919354,,Microsoft Windows; IBM Personal Computer,,
The Warp Factor,Q29919362,strategy video game,Apple II,,
Warriors of Releyne,Q29919374,computer wargame,DOS; Atari ST; Commodore Amiga,,
Warship,Q29919381,,Commodore 64,,
Western Front: The Liberation of Europe 1944-1945,Q29919416,,Commodore Amiga; IBM Personal Computer,,
When Two Worlds War,Q29919427,computer wargame,DOS; Commodore Amiga,,
G.I. Combat,Q29919469,,Microsoft Windows,,
Galactic Adventures,Q29919479,strategy video game; space trading and combat game,Atari 8-bit family; Apple II,,
Galactic Gladiators,Q29919487,indie game; science fiction video game,Commodore 64,,
GBA Championship Basketball: Two-on-Two,Q29919498,,DOS; ZX Spectrum; Amstrad CPC; Apple IIGS; Commodore 64,,
Gene Troopers,Q29919506,first-person shooter,PlayStation 2; Microsoft Windows; Xbox,,
Gettysburg: The Turning Point,Q29919522,,Commodore 64,,
Glitchskier,Q29919528,indie game,Android; iOS; Microsoft Windows,,
Grand Fleet,Q29919542,,IBM Personal Computer; Atari ST; Commodore Amiga; Commodore 64; Apple II,,
Great Napoleonic Battles,Q29919550,,DOS; Atari ST; Commodore Amiga,,
Great Naval Battles II,Q29919557,,DOS,,
Great Naval Battles III,Q29919564,,DOS,,
Great Naval Battles IV,Q29919574,,DOS,,
Great Naval Battles: North Atlantic 1939-1943,Q29919583,,DOS,,
Gridland,Q29919589,puzzle video game,Android; web browser; iOS,,
Guadacanal Campaign,Q29919595,wargame,Apple II,,
Gulf Strike,Q29919604,,Atari 8-bit family; IBM Personal Computer; Commodore 64; Apple II,,
Fall Gelb: The Fall of France,Q29919678,,Commodore 64,,
Fallen: A2P Protocol,Q29919684,indie game,macOS; Microsoft Windows; Linux; Mac,single-player video game,
Fenimore Fillmore's Revenge,Q29919692,point-and-click adventure,Microsoft Windows,,
Feudal Lords,Q29919707,,DOS; Atari ST; Commodore Amiga,,
Fighter Command: The Battle of Britain,Q29919713,,Commodore 64,,
Fila Decathlon,Q29919720,,Game Boy Advance,,
Fiscal Kombat,Q29919727,beat 'em up,web browser,,
Five Card Quest,Q29919735,turn-based strategy video game; tactical role-playing game; indie game,iOS,,
Flipnic: Ultimate Pinball,Q29919753,pinball video game,PlayStation 2,,
Football Kingdom: Trial Edition,Q29919760,association football video game,PlayStation 2,,
Ultimate Soccer Manager 98,Q29919768,,Microsoft Windows,,
Fort Apache,Q29919775,,DOS; Atari ST; Commodore Amiga,,
East Front,Q29919781,,Microsoft Windows,,
West Front,Q29919787,,Microsoft Windows,,
Front Lines,Q29919793,,DOS,,
Front Page Sports: Baseball '94,Q29919801,baseball video game,DOS,,
Front Page Sports Football,Q29919806,American football video game,DOS,,
Star Maze,Q29929994,shoot 'em up,Apple II series,,
Linia,Q29937230,puzzle video game,Android; iOS,,
Warlock's Tower,Q29937294,puzzle video game,Nintendo Switch; Microsoft Windows; macOS,single-player video game,
Euclidean Lands,Q29937927,puzzle video game,iOS,single-player video game,
Krosmaga,Q29939118,card battle video game,Microsoft Windows; macOS,multiplayer video game; single-player video game,
Panzer Battles,Q29939126,strategy video game,Apple IIGS; Commodore Amiga; Commodore 64,,
Panzer Grenadier,Q29939132,,Commodore 64,,
Ancient Space,Q31678399,indie game,Microsoft Windows; macOS,single-player video game,
Forge Quest,Q31678847,indie game,macOS; Microsoft Windows; Linux,single-player video game,
Lilly Looking Through,Q31679018,indie game,Microsoft Windows; macOS,single-player video game,
Blood & Gold: Caribbean!,Q31684607,,Microsoft Windows,multiplayer video game; single-player video game,
Ultimate Epic Battle Simulator,Q31684875,simulation video game,Microsoft Windows,single-player video game,mouse
Spirit of War,Q31725943,,Microsoft Windows; macOS,multiplayer video game; single-player video game; co-op mode,
Reflections,Q31726556,,macOS; Microsoft Windows; Linux,single-player video game,
Defect,Q31727708,indie game,macOS; Microsoft Windows; Linux,single-player video game,
"Precipice of Darkness, Episode One",Q31728109,indie game,Microsoft Windows,single-player video game,
"Precipice of Darkness, Episode Two",Q31728164,indie game,Microsoft Windows,single-player video game,
Eternal Senia,Q31742413,,Microsoft Windows,single-player video game,
Counter Spell,Q31742685,indie game,Microsoft Windows,single-player video game,
Clean'Em Up,Q31743026,indie game,Microsoft Windows,single-player video game,
Intergalactic Bubbles,Q31743460,indie game,macOS; Microsoft Windows; Linux,single-player video game,
Little Cells,Q31744281,indie game,macOS; Microsoft Windows; Linux,single-player video game,
Basketball,Q31815466,sports video game,arcade video game machine,,
Hexuma,Q31836939,adventure game,Commodore Amiga,,
To be on Top,Q31837535,music video game,Atari ST; Commodore 64,single-player video game,joystick
Lane Mastodon vs. the Blubbermen,Q31837803,visual novel,Commodore 64; Apple II series,,
Vroom in the Night Sky,Q31838391,action game,Nintendo Switch,single-player video game,Joy-Con controllers
Infestation: The New Z,Q31841056,first-person shooter,Microsoft Windows,multiplayer video game,mouse
Elvenar,Q31841065,construction and management simulation,Android; web browser,,
Comp IV,Q31842237,educational video game,,,
Cooking Fever,Q31850593,,Android; iOS,single-player video game,touchscreen
Q31886662,Q31886662,,,,
Q31889196,Q31889196,,,,
Backpacker,Q31890916,quiz video game; educational video game,Microsoft Windows; Macintosh operating systems,,
Q31898022,Q31898022,,,,
Q31930786,Q31930786,,,,
Far Cry Instincts: Evolution,Q31930791,,Xbox,,
ACE Academy,Q31967401,mecha; visual novel; indie game; romance; comedy,macOS; iOS; Microsoft Windows; Android; Linux,single-player video game,mouse; computer keyboard
Epic Battle Fantasy 4,Q31970514,,Microsoft Windows,single-player video game,
Crystalline,Q31977310,,Microsoft Windows; macOS,single-player video game,
Typefighters (Steam Edition),Q31977992,,Microsoft Windows; Linux,multiplayer video game; single-player video game,
Space Xonix,Q31980739,,macOS; Microsoft Windows; Linux,single-player video game; co-op mode,
Boulder Dash - 30th Anniversary,Q31981463,indie game,Microsoft Windows; macOS,single-player video game,
Insane 2,Q31984053,racing video game,Microsoft Windows,multiplayer video game; single-player video game,mouse; computer keyboard
"Cook, Serve, Delicious!",Q32002777,business simulation game; indie game,macOS; iOS; Microsoft Windows; Android; Linux,single-player video game; co-op mode,touchscreen
Fable Anniversary,Q32008364,,Microsoft Windows,single-player video game,
Heavy Gear Assault,Q32009384,indie game,Microsoft Windows; Linux,multiplayer video game,
Lucy -The Eternity She Wished For-,Q32014436,visual novel; indie game,Microsoft Windows,single-player video game,
Doom & Destiny,Q32019575,role-playing video game; parody,macOS; Mac; PlayStation 4; iOS; Xbox 360; Microsoft Windows; Nintendo Switch; Android; Linux,single-player video game,
Everspace,Q32020202,casual game; indie game; science fiction video game; space combat simulation game; roguelite,macOS; Microsoft Windows; Linux; Nintendo Switch,single-player video game,
Shower With Your Dad Simulator 2015,Q32020638,indie game,Microsoft Windows,single-player video game,
Miner Warfare,Q32020990,indie game,Nintendo Switch; Microsoft Windows,multiplayer video game; co-op mode,
Action Stations,Q32037795,,Commodore Amiga; IBM Personal Computer,,
Just Shapes & Beats,Q32038652,action game; music video game,macOS; PlayStation 4; Xbox Series X and Series S; Microsoft Windows; Classic Mac OS; Xbox One; Nintendo Switch; Linux,multiplayer video game; single-player video game; co-op mode,Nintendo Switch Pro Controller; mouse; computer keyboard; game controller
Learn to Fly 3,Q32038665,indie game,Microsoft Windows,single-player video game,
1982,Q32038868,indie game,Microsoft Windows,single-player video game,
Confess My Love,Q32038984,,Microsoft Windows,single-player video game,
Redout,Q32049908,racing video game,Nintendo Switch; Microsoft Windows,multiplayer video game; single-player video game,
Omni-Play Basketball,Q32051504,,Commodore 64,,
New Retro Arcade: Neon,Q32059727,indie game,Microsoft Windows,single-player video game,
How to Survive 2,Q32092509,,Microsoft Windows,multiplayer video game; single-player video game,
Trickster VR: Co-op Dungeon Crawler,Q32093282,,PlayStation 4; Microsoft Windows,multiplayer video game; single-player video game,
Ride 2,Q32093722,,PlayStation 4; Microsoft Windows,multiplayer video game; single-player video game,
Antihero,Q32094705,turn-based strategy video game,Microsoft Windows; macOS,multiplayer video game; single-player video game,
Brut@l,Q32094891,indie game,Microsoft Windows,multiplayer video game; single-player video game,
Dominions 4: Thrones of Ascension,Q32094973,turn-based strategy video game; indie game,macOS; Microsoft Windows; Linux,multiplayer video game; single-player video game,
Interstellar Rift,Q32095031,indie game,Microsoft Windows,multiplayer video game; single-player video game,
Eon Altar,Q32096235,indie game,Microsoft Windows; macOS,multiplayer video game; single-player video game,
Heliborne,Q32096311,indie game,macOS; Microsoft Windows; Linux,multiplayer video game; single-player video game; co-op mode,
Fireteam 2200,Q32132120,,Commodore Amiga; IBM Personal Computer,,
Out of This World,Q32171195,,ZX Spectrum; Commodore 64,,
Glory Chronicle,Q32175407,,Android; iOS,,touchscreen
Little Witch Academia: Chamber of Time,Q32184897,action role-playing game,PlayStation 4; Microsoft Windows,single-player video game,
Lode Runner Legacy,Q32229891,,PlayStation 4; Microsoft Windows; Nintendo Switch,single-player video game,
Kamiko,Q32303269,role-playing video game; action game; action-adventure game,Nintendo Switch; Microsoft Windows,single-player video game,
Front Defense,Q32313797,,Microsoft Windows,single-player video game,
Ooze: Creepy Nites,Q32322436,adventure game,Atari ST; Commodore Amiga; MS-DOS,,
Warlocks,Q32361689,turn-based strategy video game,Microsoft Windows,single-player video game,mouse; computer keyboard
Impact Winter,Q32361722,role-playing video game,PlayStation 4; Microsoft Windows; macOS,single-player video game,mouse; computer keyboard
A Goo Adventure,Q32411640,,Microsoft Windows,single-player video game,
Minecraft: Story Mode - Season Two,Q32411866,,Mac; PlayStation 4; iOS; Microsoft Windows; Xbox One; Nintendo Switch; Android; Xbox 360,single-player video game,
Battle Girls,Q32414665,,macOS; Microsoft Windows; Linux,single-player video game,
Zombie Ball,Q32566642,action game,iOS,,
Over the Net!,Q32729699,,Commodore Amiga; Commodore 64; MS-DOS,,
Yenght,Q32860241,interactive fiction,ZX Spectrum,,
Zula,Q32860678,first-person shooter,Microsoft Windows,,
JoJo's Bizarre Adventure: Diamond Records,Q32889799,action game; fighting game,Android; iOS,single-player video game,touchscreen
Life is Feudal: Forest Village,Q32904870,indie game; survival game,Microsoft Windows,single-player video game,mouse; computer keyboard
Laser League,Q32908378,sports video game,PlayStation 4; Microsoft Windows,multiplayer video game; single-player video game; co-op mode,
Invisigun Heroes,Q32915398,indie game,macOS; Microsoft Windows; Linux,multiplayer video game; single-player video game,
Halcyon 6: Starbase Commander,Q32915481,indie game; space opera video game,macOS; iOS; Microsoft Windows; Classic Mac OS; Nintendo Switch; Linux,single-player video game,touchscreen
Memory's Dogma CODE:01,Q32917296,indie game,Microsoft Windows,single-player video game,
Tokyo Twilight Ghost Hunters Daybreak: Special Gigs,Q32919158,,Microsoft Windows,single-player video game,
Cladun Returns: This Is Sengoku!,Q32922783,,PlayStation 4; Microsoft Windows,single-player video game,
Q32945136,Q32945136,educational video game,Commodore 64,,
Zombies Monsters Robots,Q32951122,,,multiplayer video game; co-op mode,
Guilty Gear X2 #Reload,Q32971902,,Microsoft Windows; macOS,single-player video game,
Guilty Gear XX Accent Core Plus R,Q32972126,fighting game,Nintendo Switch; Microsoft Windows,multiplayer video game; single-player video game,
GundeadliGne,Q32984825,,Microsoft Windows,single-player video game; co-op mode,
Gundemonium Recollection,Q32984826,indie game,Microsoft Windows,single-player video game,
The Journey Down: Chapter One,Q32984838,indie game,macOS; PlayStation 4; Microsoft Windows; Nintendo Switch; Linux,single-player video game,
The Journey Down: Chapter Two,Q32984839,,macOS; PlayStation 4; Microsoft Windows; Nintendo Switch; Linux,single-player video game,
The Journey Down: Chapter Three,Q32984840,point-and-click adventure,macOS; PlayStation 4; Xbox Series X and Series S; Microsoft Windows; Xbox One; Nintendo Switch; Linux,single-player video game,
Sonicomi,Q32984861,indie game,Microsoft Windows,single-player video game,
Airport Simulator 2014,Q33000756,,Microsoft Windows,single-player video game,
Another Perspective,Q33003251,indie game,Microsoft Windows,single-player video game,
Time Leap Paradise SUPER LIVE!,Q33007086,,Microsoft Windows,single-player video game,
Traveling Stars,Q27921041,visual novel; romance adventure game,Microsoft Windows; PlayStation Vita,single-player video game,
TVTower,Q27926284,business simulation game,macOS; Microsoft Windows; Linux,,
"Egg, Inc.",Q27926406,simulation video game; incremental game,Android; iOS,,touchscreen
Lucid9: Inciting Incident,Q27926497,visual novel,macOS; Microsoft Windows; Linux,single-player video game,mouse
Transport Fever,Q27926615,business simulation game; indie game,macOS; Microsoft Windows; Linux,single-player video game,mouse; computer keyboard
Orwell,Q27940629,indie game; simulation video game,macOS; Microsoft Windows; Linux,single-player video game,mouse
Wasteland 3,Q27943180,role-playing video game; post-apocalyptic video game,macOS; PlayStation 4; Microsoft Windows; Xbox One; Linux,multiplayer video game; single-player video game,gamepad; mouse; computer keyboard
The Last of Us Part II,Q27950674,post-apocalyptic video game; survival horror; stealth game; action-adventure game; action game,PlayStation 4,single-player video game,gamepad
Warriors All-Stars,Q27951316,hack and slash,PlayStation 4; Microsoft Windows,single-player video game,
Lineage 2 Revolution,Q27952923,massively multiplayer online role-playing game,Android; iOS,,touchscreen
Tortuga: Two Treasures,Q27957479,action-adventure game,Microsoft Windows,,
Disney's Animated Storybook: Pocahontas,Q27957989,,,,
Grease Dance,Q27959472,,,,
Rugby Challenge,Q27961616,sports video game,PlayStation 3; Microsoft Windows; Xbox 360; PlayStation Vita,multiplayer video game; single-player video game,gamepad
Imagine Babies 3D,Q27961628,simulation video game,Nintendo 3DS,,
Imagine Fashion World 3D,Q27961630,,Nintendo 3DS,,
Rats: Time Is Running Out!,Q27961637,indie game; puzzle video game,macOS; Microsoft Windows; Linux; Mac,single-player video game,
FS1 Flight Simulator,Q27962184,,TRS-80 Model I; Apple II series,,
Disney's Animated Storybook: The Lion King,Q27962428,,,,
Disney's Animated Storybook: Toy Story,Q27962433,,,,
Disney's Animated Storybook: Hercules,Q27962439,,,,
Sultan's Maze,Q27962810,,Dragon 32/64,,
Kivi's Underworld,Q27963005,,Microsoft Windows; macOS,,
LA Law: The Computer Game,Q27964082,adventure game,DOS,,
Spirit: Stallion of the Cimarron — Forever Free,Q27964084,,Microsoft Windows,,
Spirit: Stallion of the Cimarron — Search For Homeland,Q27964097,action-adventure game,Game Boy Advance,,
Hill Climb Racing 2,Q27964211,racing video game,Android; iOS; Windows Phone,,
The Walking Dead: A New Frontier,Q27965050,point-and-click adventure; zombie apocalyptic video game; graphic adventure game,PlayStation 4; iOS; Microsoft Windows; Xbox One; Nintendo Switch; Android,single-player video game,touchscreen; gamepad; mouse; computer keyboard
Until Dawn: Rush of Blood,Q27968831,survival horror; first-person shooter; arcade-style video game,PlayStation 4,single-player video game,
Marvel vs. Capcom: Infinite,Q27971937,fighting game,PlayStation 4; Microsoft Windows; Xbox One,multiplayer video game; single-player video game,gamepad; computer keyboard
Thousand Memories,Q27972419,,Android; iOS,,
Beatmania 2nd MIX,Q27977983,rhythm game,,two-player video game; single-player video game,
BVS Solitaire Collection,Q27980496,card video game; indie game,Microsoft Windows; macOS; iOS,single-player video game,
Demolition,Q27982923,action game,Commodore 64,,
International Superstar Soccer,Q27988155,association football video game,PlayStation,,
Summer Pockets,Q28002085,visual novel,Nintendo Switch; Android; iOS; Microsoft Windows,single-player video game,touchscreen
Notruf 112 | Emergency Call 112,Q28003941,simulation video game,Microsoft Windows,single-player video game,
Link: The Faces of Evil and Zelda: The Wand of Gamelon,Q28004608,action-adventure game,Philips CD-i,single-player video game,
Mission Kellogg’s,Q28004622,educational video game,,,
Q28004633,Q28004633,sports video game,Vectrex,,
Q28004634,Q28004634,,,,
Eidolon,Q28008419,post-apocalyptic video game; survival game; walking simulator,Microsoft Windows; macOS,single-player video game,
Apollo 18: Mission to the Moon,Q28028502,space simulator,Commodore 64; MS-DOS,single-player video game,computer keyboard
Shadow Tactics: Blades of the Shogun,Q28032616,real-time tactics; indie game; stealth game,macOS; PlayStation 4; Microsoft Windows; Xbox One; Linux,single-player video game,gamepad; mouse; computer keyboard
Ash of Gods: Redemption,Q28042059,turn-based strategy video game; visual novel; indie game,macOS; PlayStation 4; iOS; Microsoft Windows; Nintendo Switch; Android; Linux,multiplayer video game; single-player video game,touchscreen; computer keyboard
Astroneer,Q28044889,science fiction video game; sandbox game; adventure game,PlayStation 4; Microsoft Windows; Nintendo Switch; Xbox One,single-player video game; multiplayer video game; co-op mode,computer keyboard; mouse; gamepad
Reigns,Q28045408,strategy video game,macOS; iOS; Microsoft Windows; iPadOS; Android; Linux,single-player video game,touchscreen
Idolish7,Q28055772,music video game,Android; iOS,,touchscreen
Yabba Dabba Doo!,Q28057046,action-adventure game,ZX Spectrum; Commodore 64; Amstrad CPC,,
"Decisive Battles of the American Civil War, Vol. 3",Q28057501,wargame,DOS; Commodore 64; Apple II series,single-player video game,
King's Bounty 2,Q28058164,role-playing video game; strategy video game,DOS,,computer keyboard
Super Dungeon Bros,Q28065173,action role-playing game; indie game,PlayStation 4; Microsoft Windows; macOS,multiplayer video game; single-player video game; co-op mode,
Uncharted: The Lost Legacy,Q28088198,action-adventure game; third-person shooter,PlayStation 4,single-player video game; co-op mode,gamepad
Beatmania 3rdMIX,Q28103955,rhythm game,,two-player video game; single-player video game,
Muppet Kids,Q28126584,,Microsoft Windows; Classic Mac OS,,
The Powerpuff Girls: Bad Mojo Jojo,Q28126588,platform game,Game Boy Color,single-player video game,
Triple Play Baseball,Q28126592,baseball video game,Microsoft Windows,,
Putt-Putt Enters the Race,Q28126593,adventure game,macOS; iOS; Microsoft Windows; Classic Mac OS; Android; Linux,single-player video game,touchscreen
Putt-Putt and Pep's Balloon-o-Rama,Q28126594,point-and-click adventure,macOS; Microsoft Windows; Linux,single-player video game,
Triple Play 2001,Q28126598,baseball video game,Microsoft Windows,,
The American Girls Premiere,Q28126599,,Microsoft Windows; Classic Mac OS,,
Pong: The Next Level,Q28126605,,Microsoft Windows; Classic Mac OS; PlayStation,,
Jenny's Journeys,Q28126606,educational video game,Apple II,single-player video game,
Doc the Destroyer,Q28126641,,ZX Spectrum; Microsoft Windows,single-player video game,
Tall Unlimited,Q28126642,puzzle video game,PlayStation 3,,
Backstreet Billiards,Q28126662,simulation video game,PlayStation 3,,
Hazard Run,Q28126666,racing video game,Atari 8-bit family,,
Worm Whomper,Q28126668,,Intellivision,,
The Killing Blade,Q28126670,,arcade video game machine,,
Strike Force Cobra,Q28126672,action-adventure game,ZX Spectrum; Commodore 64,,
The Punisher: The Ultimate Payback!,Q28126678,shoot 'em up,Game Boy,,
Hot Wheels Micro Racers,Q28126680,racing video game,Microsoft Windows,,
Crack'ed,Q28126681,,Atari 7800,,
Harley-Davidson: The Road to Sturgis,Q28126682,,DOS; Atari ST; Commodore Amiga,,
Putt Putt Travels Through Time,Q28126683,adventure game,macOS; iOS; Microsoft Windows; Classic Mac OS; Nintendo Switch; Android; Linux,single-player video game,touchscreen
Munch Mobile,Q28126684,racing video game,Texas Instruments TI-99/4A,,
Classic Adventure,Q28126686,,Commodore 64; Amstrad CPC,,
Xanagrams,Q28126688,educational video game,Amstrad CPC,,
Invasion Force,Q28126689,,TRS-80,,
Jumpman Junior,Q28126690,,Atari 8-bit family; ColecoVision; Commodore Amiga; Commodore 64,,
Hero of the Golden Talisman,Q28126701,action game,Commodore 64; Amstrad CPC,single-player video game,joystick
Shaken but Not Stirred,Q28126704,,ZX Spectrum,,
Amazon Trail II,Q28126709,simulation video game,,,
Phantom of the Asteroid,Q28126715,Metroidvania,Commodore 64,,
Brain Breaker,Q28126718,post-apocalyptic video game; Metroidvania,Sharp X1,,
Gregory and the Hot Air Balloon,Q28126720,adventure game,Microsoft Windows; Classic Mac OS,,
Disney's Animated Storybook: Winnie the Pooh and the Honey Tree,Q28126723,,,,
Disney's Animated Storybook: 101 Dalmatians,Q28126725,point-and-click adventure,Microsoft Windows,single-player video game,
Disney's Animated Storybook: Winnie the Pooh and Tigger Too,Q28126727,,,,
Blue's ABC Time Activities,Q28126730,,,,
Blue's 123 Time Activities,Q28126731,point-and-click adventure,Microsoft Windows; Classic Mac OS,,
Blue's Treasure Hunt,Q28126733,point-and-click adventure,Classic Mac OS,,
Blue's Clues: Blue's Art Time Activities,Q28126734,,Microsoft Windows,,
"Mickey Mouse Toddler, Preschool, and Kindergarten",Q28126738,,Microsoft Windows; Classic Mac OS,,
Reader Rabbit: 1st Grade,Q28126740,,Microsoft Windows; Classic Mac OS,,
